sex,yob,g2000,g2002,g2004,p2000,p2002,p2004,treatment,cluster,voted,hh_id,hh_size,numberofnames,p2004_mean,g2004_mean,voted_ind
female,1947,yes,yes,yes,yes,no,Yes,Control,4702,Yes,84635,2,21,0.4761905,0.9047619,1
male,1950,yes,yes,yes,yes,no,Yes,Control,4702,Yes,84635,2,21,0.4761905,0.9047619,1
male,1959,yes,yes,yes,no,no,Yes,Control,4702,Yes,84636,2,21,0.3809524,0.9047619,1
female,1965,yes,yes,yes,no,no,Yes,Control,4702,Yes,84636,2,21,0.3809524,0.9047619,1
male,1939,no,yes,yes,no,yes,Yes,Control,4745,Yes,85393,2,21,0.1428571,0.952381,1
female,1942,yes,yes,yes,yes,yes,No,Control,4745,Yes,85393,2,21,0.1428571,0.952381,1
male,1939,yes,yes,yes,yes,no,No,Neighbors,4745,No,85394,2,21,0.047619,0.9047619,0
female,1944,yes,yes,yes,no,no,No,Neighbors,4745,No,85394,2,21,0.047619,0.9047619,0
male,1956,yes,yes,yes,no,no,No,Hawthorne,4745,No,85395,2,21,0.047619,0.9047619,0
female,1955,yes,yes,yes,no,no,No,Hawthorne,4745,No,85395,2,21,0.047619,0.9047619,0
male,1956,yes,yes,yes,no,no,No,Civic Duty,4745,Yes,85396,2,21,0.1428571,0.8571429,1
female,1954,yes,yes,yes,yes,no,No,Civic Duty,4745,Yes,85396,2,21,0.1428571,0.8571429,1
female,1963,yes,no,yes,no,no,No,Self,4745,No,85397,3,21,0.2380952,0.8571429,0
female,1922,yes,yes,yes,no,yes,No,Self,4745,No,85397,3,21,0.2380952,0.8571429,0
male,1960,yes,yes,yes,no,no,No,Self,4745,No,85397,3,21,0.2380952,0.8571429,0
male,1965,yes,yes,yes,no,yes,No,Civic Duty,4745,Yes,85398,2,21,0.4285714,1,1
female,1967,yes,yes,yes,no,yes,No,Civic Duty,4745,Yes,85398,2,21,0.4285714,1,1
male,1959,yes,yes,yes,no,yes,No,Control,4745,No,85399,2,21,0.3333333,0.952381,0
female,1960,yes,yes,yes,no,yes,No,Control,4745,No,85399,2,21,0.3333333,0.952381,0
male,1948,yes,yes,yes,no,no,No,Control,4745,No,85400,1,21,0.0952381,0.952381,0
male,1936,yes,no,yes,yes,no,No,Control,4745,Yes,85401,2,21,0.0952381,0.952381,1
female,1941,yes,no,yes,no,no,No,Control,4745,Yes,85401,2,21,0.0952381,0.952381,1
female,1978,yes,yes,yes,yes,yes,No,Control,4745,No,85402,1,21,0.1428571,0.8571429,0
female,1968,yes,yes,yes,no,no,No,Control,4745,No,85403,2,21,0.2380952,0.9047619,0
male,1967,yes,yes,yes,no,no,No,Control,4745,No,85403,2,21,0.2380952,0.9047619,0
male,1965,yes,yes,yes,yes,no,Yes,Control,4745,Yes,85404,2,21,0.1904762,1,1
female,1966,yes,yes,yes,yes,no,No,Control,4745,Yes,85404,2,21,0.1904762,1,1
female,1959,yes,yes,yes,no,yes,No,Self,4745,Yes,85405,2,21,0,0.952381,1
male,1959,yes,yes,yes,no,yes,No,Self,4745,Yes,85405,2,21,0,0.952381,1
male,1956,yes,no,yes,yes,no,Yes,Neighbors,4745,No,85406,2,21,0.1904762,1,0
female,1956,yes,no,yes,yes,no,Yes,Neighbors,4745,No,85406,2,21,0.1904762,1,0
female,1967,yes,no,yes,no,no,Yes,Control,4745,No,85407,2,21,0.5714286,0.952381,0
male,1965,yes,no,yes,no,no,No,Control,4745,No,85407,2,21,0.5714286,0.952381,0
female,1954,yes,yes,yes,yes,yes,No,Hawthorne,4745,No,85408,2,21,0.5714286,0.952381,0
male,1949,yes,yes,yes,no,no,No,Hawthorne,4745,No,85408,2,21,0.5714286,0.952381,0
male,1965,no,yes,yes,yes,yes,No,Control,4745,No,85409,2,21,0,0.8571429,0
female,1971,yes,no,yes,yes,yes,No,Control,4745,Yes,85409,2,21,0,0.8571429,1
female,1943,no,yes,yes,yes,yes,No,Control,4745,Yes,85410,1,21,0,0.952381,1
female,1977,yes,yes,yes,no,yes,Yes,Civic Duty,4779,No,86005,1,21,0.1428571,0.7619048,0
female,1948,yes,yes,yes,yes,no,Yes,Control,4779,No,86006,1,21,0.2380952,0.952381,0
male,1947,yes,yes,yes,no,yes,Yes,Hawthorne,4779,Yes,86007,3,21,0.3333333,1,1
female,1945,yes,yes,yes,no,yes,Yes,Hawthorne,4779,Yes,86007,3,21,0.3333333,1,1
female,1978,yes,yes,yes,no,yes,Yes,Hawthorne,4779,No,86007,3,21,0.3333333,1,0
male,1957,yes,yes,yes,yes,no,Yes,Neighbors,4779,No,86008,2,21,0.2857143,1,0
female,1959,yes,yes,yes,yes,yes,No,Neighbors,4779,No,86008,2,21,0.2857143,1,0
male,1953,yes,yes,yes,no,yes,No,Neighbors,4779,No,86009,2,21,0.3333333,0.952381,0
female,1959,yes,yes,yes,no,yes,No,Neighbors,4779,No,86009,2,21,0.3333333,0.952381,0
female,1945,yes,yes,yes,no,yes,Yes,Control,4779,No,86010,1,21,0.3333333,0.952381,0
male,1981,no,no,yes,no,no,No,Self,4779,No,86011,3,21,0.2857143,0.952381,0
female,1947,yes,yes,yes,no,yes,No,Self,4779,No,86011,3,21,0.2857143,0.952381,0
male,1947,yes,yes,yes,yes,yes,No,Self,4779,No,86011,3,21,0.2857143,0.952381,0
male,1981,yes,yes,yes,no,no,No,Control,4779,No,86012,4,21,0.3333333,1,0
male,1948,yes,no,yes,no,no,No,Control,4779,No,86012,4,21,0.3333333,1,0
male,1985,no,no,yes,no,no,Yes,Control,4779,No,86012,4,21,0.3333333,1,0
female,1949,yes,yes,yes,no,no,Yes,Control,4779,No,86012,4,21,0.3333333,1,0
male,1941,yes,yes,yes,yes,yes,Yes,Control,4779,Yes,86013,2,21,0.2380952,0.9047619,1
male,1984,no,yes,yes,no,yes,Yes,Control,4779,Yes,86013,2,21,0.2380952,0.9047619,1
male,1943,yes,yes,yes,yes,no,No,Hawthorne,4779,Yes,86014,1,21,0.1904762,0.8571429,1
male,1957,yes,yes,yes,no,yes,No,Control,4779,Yes,86015,2,21,0.0952381,1,1
female,1952,yes,yes,yes,no,yes,Yes,Control,4779,Yes,86015,2,21,0.0952381,1,1
male,1977,no,no,yes,no,no,No,Control,4779,No,86016,3,21,0.4285714,0.952381,0
male,1950,yes,yes,yes,no,yes,Yes,Control,4779,Yes,86016,3,21,0.4285714,0.952381,1
female,1950,yes,yes,yes,no,no,No,Control,4779,No,86016,3,21,0.4285714,0.952381,0
male,1956,yes,yes,yes,no,no,No,Control,4779,No,86017,2,21,0.2857143,0.8571429,0
female,1953,yes,yes,yes,no,yes,No,Control,4779,No,86017,2,21,0.2857143,0.8571429,0
female,1958,yes,yes,yes,no,yes,No,Control,4779,No,86018,3,21,0.2380952,0.952381,0
male,1983,no,yes,yes,no,no,No,Control,4779,No,86018,3,21,0.2380952,0.952381,0
male,1954,yes,yes,yes,no,yes,No,Control,4779,No,86018,3,21,0.2380952,0.952381,0
female,1983,no,yes,yes,no,yes,No,Civic Duty,4779,No,86019,4,21,0.5714286,0.9047619,0
female,1985,no,no,yes,no,no,No,Civic Duty,4779,No,86019,4,21,0.5714286,0.9047619,0
male,1957,yes,yes,yes,no,no,No,Civic Duty,4779,No,86019,4,21,0.5714286,0.9047619,0
female,1957,yes,yes,yes,no,yes,Yes,Civic Duty,4779,Yes,86019,4,21,0.5714286,0.9047619,1
female,1960,yes,yes,yes,no,no,Yes,Self,4779,No,86020,3,21,0.5714286,0.9047619,0
female,1985,no,no,yes,no,no,Yes,Self,4779,No,86020,3,21,0.5714286,0.9047619,0
male,1960,yes,yes,yes,no,no,Yes,Self,4779,No,86020,3,21,0.5714286,0.9047619,0
male,1937,yes,yes,yes,no,no,No,Control,4779,No,86021,2,21,0.2380952,0.952381,0
female,1940,yes,yes,yes,no,no,No,Control,4779,No,86021,2,21,0.2380952,0.952381,0
female,1973,yes,yes,yes,no,yes,Yes,Control,4779,Yes,86022,2,21,0.2380952,0.9047619,1
male,1970,yes,no,yes,no,yes,Yes,Control,4779,Yes,86022,2,21,0.2380952,0.9047619,1
female,1961,yes,yes,yes,no,no,No,Control,4796,No,86311,2,21,0.1904762,0.7619048,0
male,1955,yes,yes,yes,yes,no,No,Control,4796,Yes,86311,2,21,0.1904762,0.7619048,1
male,1953,no,yes,yes,yes,no,Yes,Self,4796,No,86312,1,21,0.1904762,0.8095238,0
female,1950,no,yes,yes,no,yes,No,Civic Duty,4796,Yes,86313,2,21,0.2380952,0.8571429,1
male,1950,no,yes,yes,yes,yes,No,Civic Duty,4796,No,86313,2,21,0.2380952,0.8571429,0
female,1972,no,yes,yes,no,yes,Yes,Control,4796,No,86314,1,21,0.2857143,0.9047619,0
female,1967,yes,yes,yes,no,no,Yes,Control,4796,No,86315,2,21,0.1904762,0.9047619,0
male,1968,yes,yes,yes,no,no,No,Control,4796,No,86315,2,21,0.1904762,0.9047619,0
male,1959,yes,yes,yes,no,no,No,Hawthorne,4796,No,86316,3,21,0.1428571,1,0
female,1958,no,no,yes,no,no,No,Hawthorne,4796,No,86316,3,21,0.1428571,1,0
female,1985,no,no,yes,no,no,No,Hawthorne,4796,No,86316,3,21,0.1428571,1,0
male,1934,yes,yes,yes,yes,no,No,Control,4796,Yes,86317,1,21,0.2380952,1,1
female,1953,yes,yes,yes,no,no,No,Control,4796,No,86318,4,21,0.2380952,1,0
male,1953,yes,yes,yes,no,yes,No,Control,4796,No,86318,4,21,0.2380952,1,0
female,1986,no,no,yes,no,no,No,Control,4796,No,86318,4,21,0.2380952,1,0
female,1983,no,no,yes,no,no,No,Control,4796,No,86318,4,21,0.2380952,1,0
female,1966,yes,yes,yes,no,yes,No,Control,4796,No,86319,2,21,0.1904762,0.952381,0
male,1964,yes,yes,yes,no,no,No,Control,4796,No,86319,2,21,0.1904762,0.952381,0
female,1953,yes,yes,yes,yes,yes,No,Civic Duty,4796,No,86320,1,21,0.1428571,0.8571429,0
male,1939,yes,yes,yes,yes,no,No,Hawthorne,4796,No,86321,2,21,0.1904762,0.9047619,0
female,1940,yes,yes,yes,yes,no,No,Hawthorne,4796,No,86321,2,21,0.1904762,0.9047619,0
male,1936,yes,yes,yes,no,no,No,Control,4796,No,86322,2,21,0.1428571,1,0
female,1940,yes,yes,yes,no,yes,No,Control,4796,No,86322,2,21,0.1428571,1,0
male,1942,yes,yes,yes,no,no,No,Control,4796,No,86323,2,21,0.1904762,1,0
female,1942,yes,yes,yes,no,no,No,Control,4796,No,86323,2,21,0.1904762,1,0
male,1961,no,yes,yes,no,yes,No,Neighbors,4796,Yes,86324,2,21,0.1428571,0.8571429,1
female,1955,yes,yes,yes,no,yes,No,Neighbors,4796,Yes,86324,2,21,0.1428571,0.8571429,1
male,1953,yes,yes,yes,no,no,Yes,Self,4796,No,86325,1,21,0.1428571,0.8095238,0
female,1964,yes,yes,yes,no,no,No,Control,4796,No,86326,2,21,0.0952381,0.8095238,0
male,1962,yes,yes,yes,no,yes,No,Control,4796,No,86326,2,21,0.0952381,0.8095238,0
female,1955,no,yes,yes,no,no,No,Neighbors,4796,No,86327,1,21,0.047619,0.8095238,0
female,1935,yes,yes,yes,no,yes,Yes,Control,4796,No,86328,2,18,0.3888889,0.8888889,0
male,1922,yes,yes,yes,no,yes,Yes,Control,4796,No,86328,2,18,0.3888889,0.8888889,0
male,1945,yes,no,yes,no,no,Yes,Self,4802,No,86419,3,21,0.2380952,1,0
female,1969,no,no,yes,no,no,No,Self,4802,No,86419,3,21,0.2380952,1,0
male,1980,yes,yes,yes,no,yes,Yes,Self,4802,No,86419,3,21,0.2380952,1,0
female,1955,yes,yes,yes,yes,no,No,Self,4802,No,86420,2,21,0.2857143,1,0
male,1954,yes,yes,yes,yes,yes,No,Self,4802,No,86420,2,21,0.2857143,1,0
female,1960,yes,yes,yes,no,no,No,Control,4802,No,86421,1,21,0.0952381,0.952381,0
female,1954,yes,yes,yes,yes,yes,No,Control,4802,No,86422,2,21,0,0.952381,0
male,1956,yes,yes,yes,no,yes,No,Control,4802,No,86422,2,21,0,0.952381,0
female,1986,no,no,yes,no,no,No,Control,4802,No,86423,3,21,0,0.952381,0
male,1955,yes,yes,yes,no,yes,No,Control,4802,No,86423,3,21,0,0.952381,0
female,1960,yes,yes,yes,yes,yes,No,Control,4802,No,86423,3,21,0,0.952381,0
male,1957,yes,yes,yes,no,yes,No,Hawthorne,4802,No,86424,2,21,0,0.952381,0
female,1953,yes,yes,yes,no,yes,No,Hawthorne,4802,No,86424,2,21,0,0.952381,0
female,1958,yes,yes,yes,yes,yes,No,Control,4802,No,86425,2,21,0.0952381,0.952381,0
male,1956,yes,yes,yes,no,no,No,Control,4802,No,86425,2,21,0.0952381,0.952381,0
male,1959,yes,no,yes,no,no,No,Control,4802,No,86426,2,21,0.1904762,0.952381,0
female,1961,yes,yes,yes,no,yes,No,Control,4802,Yes,86426,2,21,0.1904762,0.952381,1
female,1944,yes,yes,yes,no,no,No,Control,4802,Yes,86427,1,21,0.3809524,1,1
female,1962,yes,yes,yes,no,no,Yes,Civic Duty,4802,No,86428,2,21,0.3333333,1,0
male,1956,yes,yes,yes,no,no,No,Civic Duty,4802,No,86428,2,21,0.3333333,1,0
male,1946,yes,yes,yes,no,yes,No,Control,4802,No,86429,2,21,0.2380952,1,0
female,1963,yes,yes,yes,no,yes,No,Control,4802,No,86429,2,21,0.2380952,1,0
male,1955,yes,yes,yes,no,yes,No,Control,4802,No,86430,2,21,0.1904762,1,0
female,1960,yes,yes,yes,no,no,No,Control,4802,No,86430,2,21,0.1904762,1,0
male,1965,yes,yes,yes,yes,yes,Yes,Civic Duty,4802,Yes,86431,2,21,0.2857143,1,1
female,1966,yes,yes,yes,no,yes,No,Civic Duty,4802,Yes,86431,2,21,0.2857143,1,1
male,1967,no,yes,yes,no,yes,Yes,Control,4802,No,86432,2,21,0.4285714,1,0
female,1970,yes,yes,yes,no,yes,No,Control,4802,No,86432,2,21,0.4285714,1,0
male,1955,yes,yes,yes,no,yes,No,Control,4802,No,86433,2,21,0.1904762,0.9047619,0
female,1955,yes,no,yes,no,yes,No,Control,4802,No,86433,2,21,0.1904762,0.9047619,0
male,1971,yes,yes,yes,yes,yes,Yes,Neighbors,4802,No,86434,1,21,0.3333333,0.952381,0
female,1965,yes,yes,yes,no,no,No,Neighbors,4802,Yes,86435,2,21,0.3333333,0.952381,1
male,1965,yes,yes,yes,no,no,Yes,Neighbors,4802,Yes,86435,2,21,0.3333333,0.952381,1
female,1950,yes,yes,yes,yes,yes,No,Hawthorne,4802,Yes,86436,2,21,0.4761905,1,1
male,1948,yes,yes,yes,yes,no,No,Hawthorne,4802,Yes,86436,2,21,0.4761905,1,1
female,1953,no,yes,yes,no,no,Yes,Self,4828,Yes,86887,2,21,0.2380952,0.9047619,1
male,1952,yes,yes,yes,no,no,Yes,Self,4828,Yes,86887,2,21,0.2380952,0.9047619,1
female,1946,yes,yes,yes,no,no,Yes,Control,4828,No,86888,2,21,0.4761905,0.9047619,0
male,1945,yes,yes,yes,no,no,Yes,Control,4828,No,86888,2,21,0.4761905,0.9047619,0
male,1942,yes,no,yes,no,no,Yes,Control,4828,No,86889,2,21,0.4761905,0.9047619,0
female,1947,yes,no,yes,no,no,Yes,Control,4828,No,86889,2,21,0.4761905,0.9047619,0
female,1936,no,yes,yes,no,no,Yes,Control,4828,No,86890,2,21,0.1904762,0.6666667,0
male,1935,no,yes,yes,no,no,Yes,Control,4828,No,86890,2,21,0.1904762,0.6666667,0
male,1978,yes,yes,yes,no,no,No,Neighbors,4828,No,86891,2,21,0.1904762,0.9047619,0
male,1950,yes,yes,yes,no,no,No,Neighbors,4828,Yes,86891,2,21,0.1904762,0.9047619,1
male,1959,no,yes,yes,yes,no,Yes,Civic Duty,4828,Yes,86892,1,21,0.1904762,0.8571429,1
male,1978,yes,yes,yes,no,no,No,Control,4828,No,86893,2,21,0.1904762,0.8571429,0
male,1954,yes,yes,yes,no,no,No,Control,4828,No,86893,2,21,0.1904762,0.8571429,0
female,1960,yes,no,yes,no,no,No,Control,4828,No,86894,3,21,0.2857143,0.8571429,0
female,1984,no,no,yes,no,no,No,Control,4828,No,86894,3,21,0.2857143,0.8571429,0
male,1955,yes,yes,yes,no,no,No,Control,4828,No,86894,3,21,0.2857143,0.8571429,0
male,1935,yes,yes,yes,no,no,Yes,Self,4828,Yes,86895,1,21,0.3333333,0.8095238,1
female,1955,yes,yes,yes,no,no,Yes,Control,4828,No,86896,2,21,0.3809524,0.8571429,0
male,1954,yes,yes,yes,yes,yes,Yes,Control,4828,Yes,86896,2,21,0.3809524,0.8571429,1
male,1956,yes,yes,yes,no,no,Yes,Civic Duty,4828,Yes,86897,2,21,0.2857143,0.8095238,1
female,1959,yes,yes,yes,no,yes,Yes,Civic Duty,4828,Yes,86897,2,21,0.2857143,0.8095238,1
male,1948,yes,yes,yes,yes,no,No,Control,4828,No,86898,2,21,0.3333333,1,0
female,1962,yes,yes,yes,no,no,No,Control,4828,No,86898,2,21,0.3333333,1,0
female,1954,yes,yes,yes,no,no,Yes,Control,4828,Yes,86899,1,21,0.2857143,0.8571429,1
female,1953,yes,yes,yes,no,no,Yes,Control,4828,No,86900,1,21,0.2380952,1,0
male,1974,no,yes,yes,no,no,No,Control,4828,No,86901,2,21,0.2857143,0.9047619,0
male,1954,yes,yes,yes,no,yes,No,Control,4828,Yes,86901,2,21,0.2857143,0.9047619,1
male,1981,no,yes,yes,no,no,Yes,Neighbors,4828,No,86902,3,21,0.5714286,0.8095238,0
male,1955,yes,yes,yes,no,no,Yes,Neighbors,4828,Yes,86902,3,21,0.5714286,0.8095238,1
female,1955,yes,yes,yes,no,no,Yes,Neighbors,4828,Yes,86902,3,21,0.5714286,0.8095238,1
female,1954,yes,yes,yes,no,yes,No,Hawthorne,4828,Yes,86903,2,21,0.3333333,0.8095238,1
male,1944,yes,yes,yes,no,yes,No,Hawthorne,4828,Yes,86903,2,21,0.3333333,0.8095238,1
female,1939,yes,no,yes,no,yes,Yes,Hawthorne,4828,Yes,86904,2,21,0.2380952,0.952381,1
male,1941,yes,yes,yes,no,yes,Yes,Hawthorne,4828,Yes,86904,2,21,0.2380952,0.952381,1
female,1948,yes,yes,yes,yes,no,No,Control,4832,Yes,86959,2,21,0.0952381,0.8095238,1
male,1948,yes,yes,yes,no,no,No,Control,4832,Yes,86959,2,21,0.0952381,0.8095238,1
female,1949,yes,yes,yes,no,no,No,Control,4832,No,86960,2,21,0.3333333,0.9047619,0
male,1948,yes,yes,yes,no,no,No,Control,4832,No,86960,2,21,0.3333333,0.9047619,0
male,1947,yes,yes,yes,no,no,Yes,Civic Duty,4832,Yes,86961,1,21,0.3809524,0.952381,1
female,1963,yes,yes,yes,no,no,No,Control,4832,No,86962,2,21,0.2380952,0.8571429,0
male,1966,yes,yes,yes,yes,no,No,Control,4832,Yes,86962,2,21,0.2380952,0.8571429,1
female,1962,yes,yes,yes,no,no,No,Neighbors,4832,No,86963,2,21,0.1428571,0.952381,0
male,1961,yes,yes,yes,no,no,No,Neighbors,4832,No,86963,2,21,0.1428571,0.952381,0
male,1983,no,yes,yes,no,no,No,Control,4832,No,86964,3,21,0.2857143,0.9047619,0
female,1956,yes,yes,yes,no,no,Yes,Control,4832,Yes,86964,3,21,0.2857143,0.9047619,1
male,1957,yes,yes,yes,yes,yes,Yes,Control,4832,No,86964,3,21,0.2857143,0.9047619,0
male,1972,yes,yes,yes,no,no,No,Control,4832,No,86965,2,21,0.2857143,0.8571429,0
female,1975,yes,no,yes,no,no,No,Control,4832,No,86965,2,21,0.2857143,0.8571429,0
female,1959,yes,yes,yes,no,no,No,Control,4832,Yes,86966,2,21,0.2857143,0.8571429,1
male,1957,yes,yes,yes,yes,no,No,Control,4832,No,86966,2,21,0.2857143,0.8571429,0
male,1954,yes,yes,yes,yes,no,No,Control,4832,No,86967,1,21,0.2857143,0.8571429,0
male,1981,yes,no,yes,no,no,No,Control,4832,No,86968,3,21,0.3333333,0.9047619,0
female,1951,yes,yes,yes,yes,no,Yes,Control,4832,Yes,86968,3,21,0.3333333,0.9047619,1
male,1948,yes,yes,yes,no,no,No,Control,4832,Yes,86968,3,21,0.3333333,0.9047619,1
female,1934,yes,yes,yes,no,no,Yes,Self,4832,Yes,86969,2,21,0.2857143,0.9047619,1
male,1932,yes,yes,yes,no,no,No,Self,4832,No,86969,2,21,0.2857143,0.9047619,0
male,1940,yes,yes,yes,no,no,No,Control,4832,Yes,86970,2,21,0.0952381,0.7142857,1
female,1945,yes,yes,yes,no,no,No,Control,4832,Yes,86970,2,21,0.0952381,0.7142857,1
male,1970,yes,yes,yes,yes,no,No,Self,4832,No,86971,2,21,0,0.7142857,0
male,1974,yes,no,yes,no,no,No,Self,4832,No,86971,2,21,0,0.7142857,0
male,1933,yes,yes,yes,yes,yes,No,Hawthorne,4832,No,86972,2,21,0.1904762,0.952381,0
female,1938,no,yes,yes,yes,yes,No,Hawthorne,4832,No,86972,2,21,0.1904762,0.952381,0
female,1954,yes,yes,yes,no,yes,No,Control,4832,No,86973,2,17,0.1176471,0.8235294,0
male,1947,yes,yes,yes,yes,yes,Yes,Control,4832,No,86973,2,17,0.1176471,0.8235294,0
female,1955,yes,yes,yes,no,no,No,Neighbors,4832,Yes,86974,1,21,0.0952381,0.8095238,1
female,1933,yes,no,yes,no,no,Yes,Hawthorne,4832,No,86975,1,21,0.3333333,0.7142857,0
male,1952,yes,yes,yes,yes,no,No,Civic Duty,4832,No,86976,1,21,0.0952381,0.8095238,0
female,1958,yes,yes,yes,yes,yes,Yes,Hawthorne,4875,No,87733,2,21,0.3333333,0.8571429,0
male,1952,yes,yes,yes,no,no,Yes,Hawthorne,4875,No,87733,2,21,0.3333333,0.8571429,0
female,1947,yes,yes,yes,yes,no,No,Control,4875,No,87734,1,21,0.1428571,0.952381,0
male,1965,no,yes,yes,no,yes,No,Civic Duty,4875,Yes,87735,1,21,0.1428571,0.952381,1
male,1963,yes,yes,yes,no,yes,No,Neighbors,4875,No,87736,2,21,0.1428571,0.9047619,0
female,1967,yes,yes,yes,no,yes,No,Neighbors,4875,No,87736,2,21,0.1428571,0.9047619,0
male,1952,no,no,yes,no,yes,No,Control,4875,No,87737,2,21,0.0952381,0.8571429,0
female,1953,yes,yes,yes,no,yes,No,Control,4875,No,87737,2,21,0.0952381,0.8571429,0
female,1959,yes,yes,yes,no,yes,Yes,Control,4875,No,87738,1,21,0.0952381,0.9047619,0
female,1959,no,yes,yes,no,yes,No,Hawthorne,4875,Yes,87739,2,21,0.0952381,0.952381,1
male,1955,yes,yes,yes,no,no,No,Hawthorne,4875,No,87739,2,21,0.0952381,0.952381,0
male,1953,yes,yes,yes,no,no,Yes,Neighbors,4875,Yes,87740,2,21,0.1904762,0.952381,1
female,1964,yes,yes,yes,no,no,No,Neighbors,4875,Yes,87740,2,21,0.1904762,0.952381,1
male,1961,yes,yes,yes,no,no,Yes,Civic Duty,4875,Yes,87741,1,21,0.2380952,0.9047619,1
female,1938,yes,no,yes,no,yes,No,Control,4875,No,87742,1,21,0.1428571,0.8571429,0
female,1975,no,yes,yes,no,no,No,Self,4875,Yes,87743,2,21,0.1428571,0.7619048,1
male,1973,yes,no,yes,no,no,No,Self,4875,No,87743,2,21,0.1428571,0.7619048,0
female,1963,yes,yes,yes,yes,yes,No,Control,4875,Yes,87744,1,21,0.0952381,0.952381,1
female,1976,no,yes,yes,no,yes,Yes,Control,4875,Yes,87745,2,21,0.2380952,0.8571429,1
male,1971,yes,yes,yes,no,yes,Yes,Control,4875,No,87745,2,21,0.2380952,0.8571429,0
female,1957,yes,yes,yes,no,no,No,Control,4875,No,87746,1,21,0.2380952,0.8571429,0
female,1943,yes,yes,yes,no,yes,No,Self,4875,No,87747,1,21,0.2380952,0.8571429,0
female,1971,yes,yes,yes,no,yes,No,Control,4875,No,87748,1,21,0.2380952,0.8095238,0
female,1952,yes,yes,yes,no,yes,No,Control,4875,No,87749,1,21,0.3333333,0.8571429,0
female,1961,yes,yes,yes,no,no,Yes,Control,4875,Yes,87750,2,21,0.3333333,0.8571429,1
male,1966,yes,yes,yes,no,no,Yes,Control,4875,No,87750,2,21,0.3333333,0.8571429,0
female,1948,yes,yes,yes,no,yes,No,Control,4884,No,87895,2,21,0.6666667,0.952381,0
male,1936,no,yes,yes,no,yes,Yes,Control,4884,No,87895,2,21,0.6666667,0.952381,0
male,1959,yes,yes,yes,no,yes,No,Hawthorne,4884,No,87896,2,21,0.1428571,1,0
female,1960,yes,yes,yes,no,yes,No,Hawthorne,4884,No,87896,2,21,0.1428571,1,0
male,1976,yes,yes,yes,no,no,No,Control,4884,No,87897,3,21,0.1428571,1,0
male,1954,yes,yes,yes,no,yes,No,Control,4884,No,87897,3,21,0.1428571,1,0
female,1952,yes,yes,yes,no,yes,No,Control,4884,No,87897,3,21,0.1428571,1,0
male,1930,yes,yes,yes,yes,yes,Yes,Control,4884,Yes,87898,2,21,0.1428571,1,1
male,1953,yes,yes,yes,yes,no,Yes,Control,4884,No,87898,2,21,0.1428571,1,0
female,1963,yes,yes,yes,no,yes,No,Civic Duty,4884,No,87899,1,21,0.2857143,0.952381,0
male,1972,yes,yes,yes,no,yes,Yes,Self,4884,No,87900,2,21,0.2857143,0.952381,0
female,1969,yes,yes,yes,no,yes,Yes,Self,4884,Yes,87900,2,21,0.2857143,0.952381,1
male,1934,yes,yes,yes,yes,yes,No,Self,4884,Yes,87901,3,21,0.2857143,0.952381,1
female,1968,no,yes,yes,no,no,No,Self,4884,No,87901,3,21,0.2857143,0.952381,0
female,1943,yes,yes,yes,no,no,No,Self,4884,No,87901,3,21,0.2857143,0.952381,0
female,1971,no,yes,yes,no,yes,No,Control,4884,No,87902,2,21,0.2857143,0.952381,0
male,1971,yes,yes,yes,no,yes,No,Control,4884,No,87902,2,21,0.2857143,0.952381,0
male,1965,yes,yes,yes,no,no,Yes,Control,4884,No,87903,2,21,0.3333333,0.9047619,0
female,1966,yes,yes,yes,no,no,Yes,Control,4884,No,87903,2,21,0.3333333,0.9047619,0
female,1962,yes,yes,yes,no,no,Yes,Neighbors,4884,No,87904,2,21,0.3809524,0.8095238,0
male,1966,yes,yes,yes,no,no,Yes,Neighbors,4884,No,87904,2,21,0.3809524,0.8095238,0
female,1974,yes,no,yes,no,no,No,Control,4884,No,87905,2,21,0,0.7142857,0
male,1973,yes,yes,yes,no,no,No,Control,4884,No,87905,2,21,0,0.7142857,0
male,1954,yes,yes,yes,yes,yes,No,Neighbors,4884,No,87906,2,21,0,0.7142857,0
female,1960,yes,no,yes,yes,no,No,Neighbors,4884,Yes,87906,2,21,0,0.7142857,1
female,1946,yes,yes,yes,no,yes,No,Civic Duty,4884,Yes,87907,1,21,0,0.952381,1
male,1956,no,yes,yes,yes,yes,No,Control,4884,Yes,87908,1,21,0.0952381,0.9047619,1
female,1973,no,yes,yes,no,no,Yes,Control,4884,No,87909,2,21,0.5238096,0.8571429,0
male,1973,no,yes,yes,no,no,No,Control,4884,No,87909,2,21,0.5238096,0.8571429,0
male,1970,no,yes,yes,no,no,Yes,Control,4884,No,87910,2,21,0.5238096,0.8571429,0
female,1969,yes,no,yes,no,no,Yes,Control,4884,No,87910,2,21,0.5238096,0.8571429,0
female,1962,yes,yes,yes,no,yes,Yes,Control,4884,No,87911,1,21,0.5714286,0.9047619,0
female,1940,yes,yes,yes,no,no,No,Hawthorne,4884,No,87912,1,21,0.3333333,1,0
male,1948,yes,yes,yes,no,yes,Yes,Neighbors,4907,Yes,88309,3,21,0.3809524,0.952381,1
female,1984,no,no,yes,no,no,Yes,Neighbors,4907,No,88309,3,21,0.3809524,0.952381,0
female,1948,yes,yes,yes,no,yes,Yes,Neighbors,4907,Yes,88309,3,21,0.3809524,0.952381,1
